Universidade	ODS	Indicador	Ano	Valor	Overall	Percentil_ranking_metrica
Universidade Federal de Santa Maria	ODS 14	Scholarly Output (THE) Median	2022	6	15	
Universidade Federal de Santa Maria	ODS 14	Scholarly Output (THE) Median	2023	6	15	
Universidade Federal de Santa Maria	ODS 15	Field-Weighted Citation Impact - 5 Year (THE)	2019	0.71	0.76	38th
Universidade Federal de Santa Maria	ODS 15	Field-Weighted Citation Impact - 5 Year (THE)	2020	0.7	0.76	38th
Universidade Federal de Santa Maria	ODS 15	Field-Weighted Citation Impact - 5 Year (THE)	2021	0.74	0.76	38th
Universidade Federal de Santa Maria	ODS 15	Field-Weighted Citation Impact - 5 Year (THE)	2022	0.65	0.76	38th
Universidade Federal de Santa Maria	ODS 15	Field-Weighted Citation Impact - 5 Year (THE)	2023	0.98	0.76	38th
Universidade Federal de Santa Maria	ODS 15	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.04	1.2	
Universidade Federal de Santa Maria	ODS 15	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.07	1.2	
Universidade Federal de Santa Maria	ODS 15	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.14	1.2	
Universidade Federal de Santa Maria	ODS 15	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.11	1.2	
Universidade Federal de Santa Maria	ODS 15	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.16	1.2	
Universidade Federal de Santa Maria	ODS 15	Output in Top 10% Journals (THE)	2019	14	75	92nd
Universidade Federal de Santa Maria	ODS 15	Output in Top 10% Journals (THE)	2020	14	75	92nd
Universidade Federal de Santa Maria	ODS 15	Output in Top 10% Journals (THE)	2021	22	75	92nd
Universidade Federal de Santa Maria	ODS 15	Output in Top 10% Journals (THE)	2022	15	75	92nd
Universidade Federal de Santa Maria	ODS 15	Output in Top 10% Journals (THE)	2023	10	75	92nd
Universidade Federal de Santa Maria	ODS 15	Output in Top 10% Journals (THE) Median	2019	1	4	
Universidade Federal de Santa Maria	ODS 15	Output in Top 10% Journals (THE) Median	2020	1	4	
Universidade Federal de Santa Maria	ODS 15	Output in Top 10% Journals (THE) Median	2021	2	4	
Universidade Federal de Santa Maria	ODS 15	Output in Top 10% Journals (THE) Median	2022	1	4	
Universidade Federal de Santa Maria	ODS 15	Output in Top 10% Journals (THE) Median	2023	1	4	
Universidade Federal de Santa Maria	ODS 15	Scholarly Output (THE)	2019	63	368	96th
Universidade Federal de Santa Maria	ODS 15	Scholarly Output (THE)	2020	77	368	96th
Universidade Federal de Santa Maria	ODS 15	Scholarly Output (THE)	2021	78	368	96th
Universidade Federal de Santa Maria	ODS 15	Scholarly Output (THE)	2022	72	368	96th
Universidade Federal de Santa Maria	ODS 15	Scholarly Output (THE)	2023	78	368	96th
Universidade Federal de Santa Maria	ODS 15	Scholarly Output (THE) Median	2019	6	21	
Universidade Federal de Santa Maria	ODS 15	Scholarly Output (THE) Median	2020	6	21	
Universidade Federal de Santa Maria	ODS 15	Scholarly Output (THE) Median	2021	7	21	
Universidade Federal de Santa Maria	ODS 15	Scholarly Output (THE) Median	2022	7	21	
Universidade Federal de Santa Maria	ODS 15	Scholarly Output (THE) Median	2023	7	21	
Universidade Federal de Santa Maria	ODS 16	Field-Weighted Citation Impact - 5 Year (THE)	2019	0.58	0.39	28th
Universidade Federal de Santa Maria	ODS 16	Field-Weighted Citation Impact - 5 Year (THE)	2020	0.39	0.39	28th
Universidade Federal de Santa Maria	ODS 16	Field-Weighted Citation Impact - 5 Year (THE)	2021	0.36	0.39	28th
Universidade Federal de Santa Maria	ODS 16	Field-Weighted Citation Impact - 5 Year (THE)	2022	0.33	0.39	28th
Universidade Federal de Santa Maria	ODS 16	Field-Weighted Citation Impact - 5 Year (THE)	2023	0.39	0.39	28th
Universidade Federal de Santa Maria	ODS 16	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	0.86	1.01	
Universidade Federal de Santa Maria	ODS 16	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	0.96	1.01	
Universidade Federal de Santa Maria	ODS 16	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	0.91	1.01	
Universidade Federal de Santa Maria	ODS 16	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	0.92	1.01	
Universidade Federal de Santa Maria	ODS 16	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	0.87	1.01	
Universidade Federal de Santa Maria	ODS 16	Output in Top 10% Journals (THE)	2019	1	4	67th
Universidade Federal de Santa Maria	ODS 16	Output in Top 10% Journals (THE)	2020	1	4	67th
Universidade Federal de Santa Maria	ODS 16	Output in Top 10% Journals (THE)	2021	0	4	67th
Universidade Federal de Santa Maria	ODS 16	Output in Top 10% Journals (THE)	2022	2	4	67th
Universidade Federal de Santa Maria	ODS 16	Output in Top 10% Journals (THE)	2023	0	4	67th
Universidade Federal de Santa Maria	ODS 16	Output in Top 10% Journals (THE) Median	2019	1	2	
Universidade Federal de Santa Maria	ODS 16	Output in Top 10% Journals (THE) Median	2020	1	2	
Universidade Federal de Santa Maria	ODS 16	Output in Top 10% Journals (THE) Median	2021	1	2	
Universidade Federal de Santa Maria	ODS 16	Output in Top 10% Journals (THE) Median	2022	1	2	
Universidade Federal de Santa Maria	ODS 16	Output in Top 10% Journals (THE) Median	2023	1	2	
Universidade Federal de Santa Maria	ODS 16	Scholarly Output (THE)	2019	11	87	83rd
Universidade Federal de Santa Maria	ODS 16	Scholarly Output (THE)	2020	21	87	83rd
Universidade Federal de Santa Maria	ODS 16	Scholarly Output (THE)	2021	15	87	83rd
Universidade Federal de Santa Maria	ODS 16	Scholarly Output (THE)	2022	23	87	83rd
Universidade Federal de Santa Maria	ODS 16	Scholarly Output (THE)	2023	17	87	83rd
Universidade Federal de Santa Maria	ODS 16	Scholarly Output (THE) Median	2019	5	18	
Universidade Federal de Santa Maria	ODS 16	Scholarly Output (THE) Median	2020	5	18	
Universidade Federal de Santa Maria	ODS 16	Scholarly Output (THE) Median	2021	6	18	
Universidade Federal de Santa Maria	ODS 16	Scholarly Output (THE) Median	2022	6	18	
Universidade Federal de Santa Maria	ODS 16	Scholarly Output (THE) Median	2023	7	18	
Universidade Federal de Santa Maria	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE)	2019	0.026	0.035	26th
Universidade Federal de Santa Maria	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE)	2020	0.034	0.035	26th
Universidade Federal de Santa Maria	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE)	2021	0.046	0.035	26th
Universidade Federal de Santa Maria	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE)	2022	0.032	0.035	26th
Universidade Federal de Santa Maria	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE)	2023	0.036	0.035	26th
Universidade Federal de Santa Maria	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2019	0.034	0.071	
Universidade Federal de Santa Maria	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2020	0.051	0.071	
Universidade Federal de Santa Maria	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2021	0.064	0.071	
Universidade Federal de Santa Maria	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2022	0.08	0.071	
Universidade Federal de Santa Maria	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2023	0.082	0.071	
Universidade Federal de Santa Maria	ODS 17	Scholarly Output (THE)	2019	578	3363	87th
Universidade Federal de Santa Maria	ODS 17	Scholarly Output (THE)	2020	650	3363	87th
Universidade Federal de Santa Maria	ODS 17	Scholarly Output (THE)	2021	714	3363	87th
Universidade Federal de Santa Maria	ODS 17	Scholarly Output (THE)	2022	720	3363	87th
Universidade Federal de Santa Maria	ODS 17	Scholarly Output (THE)	2023	701	3363	87th
Universidade Federal de Santa Maria	ODS 17	Scholarly Output (THE) Median	2019	73	507	
Universidade Federal de Santa Maria	ODS 17	Scholarly Output (THE) Median	2020	94	507	
Universidade Federal de Santa Maria	ODS 17	Scholarly Output (THE) Median	2021	117	507	
Universidade Federal de Santa Maria	ODS 17	Scholarly Output (THE) Median	2022	130	507	
Universidade Federal de Santa Maria	ODS 17	Scholarly Output (THE) Median	2023	142	507	
Universidade Federal do Rio de Janeiro	ODS 3	Clinical Citations (THE)	2019	2	6	88th
Universidade Federal do Rio de Janeiro	ODS 3	Clinical Citations (THE)	2020	1	6	88th
Universidade Federal do Rio de Janeiro	ODS 3	Clinical Citations (THE)	2021	3	6	88th
Universidade Federal do Rio de Janeiro	ODS 3	Clinical Citations (THE)	2022	0	6	88th
Universidade Federal do Rio de Janeiro	ODS 3	Clinical Citations (THE)	2023	0	6	88th
Universidade Federal do Rio de Janeiro	ODS 3	Clinical Citations (THE) Median	2019	3	5	
Universidade Federal do Rio de Janeiro	ODS 3	Clinical Citations (THE) Median	2020	3	5	
Universidade Federal do Rio de Janeiro	ODS 3	Clinical Citations (THE) Median	2021	2	5	
Universidade Federal do Rio de Janeiro	ODS 3	Clinical Citations (THE) Median	2022	2	5	
Universidade Federal do Rio de Janeiro	ODS 3	Clinical Citations (THE) Median	2023	2	5	
Universidade Federal do Rio de Janeiro	ODS 3	Scholarly Output (THE)	2019	686	4447	96th
Universidade Federal do Rio de Janeiro	ODS 3	Scholarly Output (THE)	2020	975	4447	96th
Universidade Federal do Rio de Janeiro	ODS 3	Scholarly Output (THE)	2021	1041	4447	96th
Universidade Federal do Rio de Janeiro	ODS 3	Scholarly Output (THE)	2022	920	4447	96th
Universidade Federal do Rio de Janeiro	ODS 3	Scholarly Output (THE)	2023	825	4447	96th
Universidade Federal do Rio de Janeiro	ODS 3	Scholarly Output (THE) Median	2019	28	170	
Universidade Federal do Rio de Janeiro	ODS 3	Scholarly Output (THE) Median	2020	37	170	
Universidade Federal do Rio de Janeiro	ODS 3	Scholarly Output (THE) Median	2021	44	170	
Universidade Federal do Rio de Janeiro	ODS 3	Scholarly Output (THE) Median	2022	51	170	
Universidade Federal do Rio de Janeiro	ODS 3	Scholarly Output (THE) Median	2023	52	170	
Universidade Federal do Rio de Janeiro	ODS 3	Views Count (THE)	2019	20368	115056	93rd
Universidade Federal do Rio de Janeiro	ODS 3	Views Count (THE)	2020	26600	115056	93rd
Universidade Federal do Rio de Janeiro	ODS 3	Views Count (THE)	2021	35179	115056	93rd
Universidade Federal do Rio de Janeiro	ODS 3	Views Count (THE)	2022	16957	115056	93rd
Universidade Federal do Rio de Janeiro	ODS 3	Views Count (THE)	2023	15952	115056	93rd
Universidade Federal do Rio de Janeiro	ODS 3	Views Count (THE) Median	2019	865	4757	
Universidade Federal do Rio de Janeiro	ODS 3	Views Count (THE) Median	2020	1089	4757	
Universidade Federal do Rio de Janeiro	ODS 3	Views Count (THE) Median	2021	1269	4757	
Universidade Federal do Rio de Janeiro	ODS 3	Views Count (THE) Median	2022	1280	4757	
Universidade Federal do Rio de Janeiro	ODS 3	Views Count (THE) Median	2023	1101	4757	
Universidade Federal do Rio de Janeiro	ODS 8	Output in Top 10% Journals (THE)	2019	15	120	95th
Universidade Federal do Rio de Janeiro	ODS 8	Output in Top 10% Journals (THE)	2020	22	120	95th
Universidade Federal do Rio de Janeiro	ODS 8	Output in Top 10% Journals (THE)	2021	33	120	95th
Universidade Federal do Rio de Janeiro	ODS 8	Output in Top 10% Journals (THE)	2022	30	120	95th
Universidade Federal do Rio de Janeiro	ODS 8	Output in Top 10% Journals (THE)	2023	20	120	95th
Universidade Federal do Rio de Janeiro	ODS 8	Output in Top 10% Journals (THE) Median	2019	1	6	
Universidade Federal do Rio de Janeiro	ODS 8	Output in Top 10% Journals (THE) Median	2020	2	6	
Universidade Federal do Rio de Janeiro	ODS 8	Output in Top 10% Journals (THE) Median	2021	2	6	
Universidade Federal do Rio de Janeiro	ODS 8	Output in Top 10% Journals (THE) Median	2022	2	6	
Universidade Federal do Rio de Janeiro	ODS 8	Output in Top 10% Journals (THE) Median	2023	2	6	
Universidade Federal do Rio de Janeiro	ODS 8	Scholarly Output (THE)	2019	66	464	97th
Universidade Federal do Rio de Janeiro	ODS 8	Scholarly Output (THE)	2020	93	464	97th
Universidade Federal do Rio de Janeiro	ODS 8	Scholarly Output (THE)	2021	119	464	97th
Universidade Federal do Rio de Janeiro	ODS 8	Scholarly Output (THE)	2022	95	464	97th
Universidade Federal do Rio de Janeiro	ODS 8	Scholarly Output (THE)	2023	91	464	97th
Universidade Federal do Rio de Janeiro	ODS 8	Scholarly Output (THE) Median	2019	8	39	
Universidade Federal do Rio de Janeiro	ODS 8	Scholarly Output (THE) Median	2020	9	39	
Universidade Federal do Rio de Janeiro	ODS 8	Scholarly Output (THE) Median	2021	10	39	
Universidade Federal do Rio de Janeiro	ODS 8	Scholarly Output (THE) Median	2022	12	39	
Universidade Federal do Rio de Janeiro	ODS 8	Scholarly Output (THE) Median	2023	13	39	
Universidade Federal do Rio de Janeiro	ODS 11	Field-Weighted Citation Impact - 5 Year (THE)	2019	0.82	0.86	38th
Universidade Federal do Rio de Janeiro	ODS 11	Field-Weighted Citation Impact - 5 Year (THE)	2020	0.9	0.86	38th
Universidade Federal do Rio de Janeiro	ODS 11	Field-Weighted Citation Impact - 5 Year (THE)	2021	0.85	0.86	38th
Universidade Federal do Rio de Janeiro	ODS 11	Field-Weighted Citation Impact - 5 Year (THE)	2022	0.54	0.86	38th
Universidade Federal do Rio de Janeiro	ODS 11	Field-Weighted Citation Impact - 5 Year (THE)	2023	1.2	0.86	38th
Universidade Federal do Rio de Janeiro	ODS 11	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.05	1.15	
Universidade Federal do Rio de Janeiro	ODS 11	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.1	1.15	
Universidade Federal do Rio de Janeiro	ODS 11	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.11	1.15	
Universidade Federal do Rio de Janeiro	ODS 11	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.08	1.15	
Universidade Federal do Rio de Janeiro	ODS 11	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.08	1.15	
Universidade Federal do Rio de Janeiro	ODS 11	Output in Top 10% Journals (THE)	2019	31	152	95th
Universidade Federal do Rio de Janeiro	ODS 11	Output in Top 10% Journals (THE)	2020	40	152	95th
Universidade Federal do Rio de Janeiro	ODS 11	Output in Top 10% Journals (THE)	2021	42	152	95th
Universidade Federal do Rio de Janeiro	ODS 11	Output in Top 10% Journals (THE)	2022	13	152	95th
Universidade Federal do Rio de Janeiro	ODS 11	Output in Top 10% Journals (THE)	2023	26	152	95th
Universidade Federal do Rio de Janeiro	ODS 11	Output in Top 10% Journals (THE) Median	2019	1	6	
Universidade Federal do Rio de Janeiro	ODS 11	Output in Top 10% Journals (THE) Median	2020	2	6	
Universidade Federal do Rio de Janeiro	ODS 11	Output in Top 10% Journals (THE) Median	2021	2	6	
Universidade Federal do Rio de Janeiro	ODS 11	Output in Top 10% Journals (THE) Median	2022	2	6	
Universidade Federal do Rio de Janeiro	ODS 11	Output in Top 10% Journals (THE) Median	2023	2	6	
Universidade Federal do Rio de Janeiro	ODS 11	Scholarly Output (THE)	2019	144	752	98th
Universidade Federal do Rio de Janeiro	ODS 11	Scholarly Output (THE)	2020	178	752	98th
Universidade Federal do Rio de Janeiro	ODS 11	Scholarly Output (THE)	2021	157	752	98th
Universidade Federal do Rio de Janeiro	ODS 11	Scholarly Output (THE)	2022	141	752	98th
Universidade Federal do Rio de Janeiro	ODS 11	Scholarly Output (THE)	2023	132	752	98th
Universidade Federal do Rio de Janeiro	ODS 11	Scholarly Output (THE) Median	2019	9	44	
Universidade Federal do Rio de Janeiro	ODS 11	Scholarly Output (THE) Median	2020	9	44	
Universidade Federal do Rio de Janeiro	ODS 11	Scholarly Output (THE) Median	2021	12	44	
Universidade Federal do Rio de Janeiro	ODS 11	Scholarly Output (THE) Median	2022	13	44	
Universidade Federal do Rio de Janeiro	ODS 11	Scholarly Output (THE) Median	2023	14	44	
Universidade Federal do Rio de Janeiro	ODS 12	Field-Weighted Citation Impact - 5 Year (THE)	2019	1	1.45	57th
Universidade Federal do Rio de Janeiro	ODS 12	Field-Weighted Citation Impact - 5 Year (THE)	2020	2.77	1.45	57th
Universidade Federal do Rio de Janeiro	ODS 12	Field-Weighted Citation Impact - 5 Year (THE)	2021	1.18	1.45	57th
Universidade Federal do Rio de Janeiro	ODS 12	Field-Weighted Citation Impact - 5 Year (THE)	2022	1	1.45	57th
Universidade Federal do Rio de Janeiro	ODS 12	Field-Weighted Citation Impact - 5 Year (THE)	2023	1.37	1.45	57th
Universidade Federal do Rio de Janeiro	ODS 12	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.21	1.41	
Universidade Federal do Rio de Janeiro	ODS 12	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.33	1.41	
Universidade Federal do Rio de Janeiro	ODS 12	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.31	1.41	
Universidade Federal do Rio de Janeiro	ODS 12	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.33	1.41	
Universidade Federal do Rio de Janeiro	ODS 12	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.3	1.41	
Universidade Federal do Rio de Janeiro	ODS 12	Output in Top 10% Journals (THE)	2019	33	167	97th
Universidade Federal do Rio de Janeiro	ODS 12	Output in Top 10% Journals (THE)	2020	28	167	97th
Universidade Federal do Rio de Janeiro	ODS 12	Output in Top 10% Journals (THE)	2021	38	167	97th
Universidade Federal do Rio de Janeiro	ODS 12	Output in Top 10% Journals (THE)	2022	33	167	97th
Universidade Federal do Rio de Janeiro	ODS 12	Output in Top 10% Journals (THE)	2023	35	167	97th
Universidade Federal do Rio de Janeiro	ODS 12	Output in Top 10% Journals (THE) Median	2019	1	7	
Universidade Federal do Rio de Janeiro	ODS 12	Output in Top 10% Journals (THE) Median	2020	2	7	
Universidade Federal do Rio de Janeiro	ODS 12	Output in Top 10% Journals (THE) Median	2021	2	7	
Universidade Federal do Rio de Janeiro	ODS 12	Output in Top 10% Journals (THE) Median	2022	2	7	
Universidade Federal do Rio de Janeiro	ODS 12	Output in Top 10% Journals (THE) Median	2023	2	7	
Universidade Federal do Rio de Janeiro	ODS 12	Scholarly Output (THE)	2019	93	541	98th
Universidade Federal do Rio de Janeiro	ODS 12	Scholarly Output (THE)	2020	103	541	98th
Universidade Federal do Rio de Janeiro	ODS 12	Scholarly Output (THE)	2021	120	541	98th
Universidade Federal do Rio de Janeiro	ODS 12	Scholarly Output (THE)	2022	116	541	98th
Universidade Federal do Rio de Janeiro	ODS 12	Scholarly Output (THE)	2023	109	541	98th
Universidade Federal do Rio de Janeiro	ODS 12	Scholarly Output (THE) Median	2019	7	39	
Universidade Federal do Rio de Janeiro	ODS 12	Scholarly Output (THE) Median	2020	8	39	
Universidade Federal do Rio de Janeiro	ODS 12	Scholarly Output (THE) Median	2021	10	39	
Universidade Federal do Rio de Janeiro	ODS 12	Scholarly Output (THE) Median	2022	11	39	
Universidade Federal do Rio de Janeiro	ODS 12	Scholarly Output (THE) Median	2023	13	39	
Universidade Federal do Rio de Janeiro	ODS 13	Field-Weighted Citation Impact - 5 Year (THE)	2019	1.48	1.64	63rd
Universidade Federal do Rio de Janeiro	ODS 13	Field-Weighted Citation Impact - 5 Year (THE)	2020	1.51	1.64	63rd
Universidade Federal do Rio de Janeiro	ODS 13	Field-Weighted Citation Impact - 5 Year (THE)	2021	2.13	1.64	63rd
Universidade Federal do Rio de Janeiro	ODS 13	Field-Weighted Citation Impact - 5 Year (THE)	2022	1.33	1.64	63rd
Universidade Federal do Rio de Janeiro	ODS 13	Field-Weighted Citation Impact - 5 Year (THE)	2023	1.71	1.64	63rd
Universidade Federal do Rio de Janeiro	ODS 13	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.35	1.5	
Universidade Federal do Rio de Janeiro	ODS 13	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.41	1.5	
Universidade Federal do Rio de Janeiro	ODS 13	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.42	1.5	
Universidade Federal do Rio de Janeiro	ODS 13	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.45	1.5	
Universidade Federal do Rio de Janeiro	ODS 13	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.42	1.5	
Universidade Federal do Rio de Janeiro	ODS 13	Output in Top 10% Journals (THE)	2019	49	294	98th
Universidade Federal do Rio de Janeiro	ODS 13	Output in Top 10% Journals (THE)	2020	51	294	98th
Universidade Federal do Rio de Janeiro	ODS 13	Output in Top 10% Journals (THE)	2021	74	294	98th
Universidade Federal do Rio de Janeiro	ODS 13	Output in Top 10% Journals (THE)	2022	54	294	98th
Universidade Federal do Rio de Janeiro	ODS 13	Output in Top 10% Journals (THE)	2023	66	294	98th
Universidade Federal do Rio de Janeiro	ODS 13	Output in Top 10% Journals (THE) Median	2019	2	7	
Universidade Federal do Rio de Janeiro	ODS 13	Output in Top 10% Journals (THE) Median	2020	2	7	
Universidade Federal do Rio de Janeiro	ODS 13	Output in Top 10% Journals (THE) Median	2021	2	7	
Universidade Federal do Rio de Janeiro	ODS 13	Output in Top 10% Journals (THE) Median	2022	2	7	
Universidade Federal do Rio de Janeiro	ODS 13	Output in Top 10% Journals (THE) Median	2023	3	7	
Universidade Federal do Rio de Janeiro	ODS 13	Scholarly Output (THE)	2019	119	681	98th
Universidade Federal do Rio de Janeiro	ODS 13	Scholarly Output (THE)	2020	127	681	98th
Universidade Federal do Rio de Janeiro	ODS 13	Scholarly Output (THE)	2021	146	681	98th
Universidade Federal do Rio de Janeiro	ODS 13	Scholarly Output (THE)	2022	153	681	98th
Universidade Federal do Rio de Janeiro	ODS 13	Scholarly Output (THE)	2023	136	681	98th
Universidade Federal do Rio de Janeiro	ODS 13	Scholarly Output (THE) Median	2019	7	34	
Universidade Federal do Rio de Janeiro	ODS 13	Scholarly Output (THE) Median	2020	8	34	
Universidade Federal do Rio de Janeiro	ODS 13	Scholarly Output (THE) Median	2021	10	34	
Universidade Federal do Rio de Janeiro	ODS 13	Scholarly Output (THE) Median	2022	11	34	
Universidade Federal do Rio de Janeiro	ODS 13	Scholarly Output (THE) Median	2023	13	34	
Universidade Federal do Rio de Janeiro	ODS 14	Field-Weighted Citation Impact - 5 Year (THE)	2019	1.05	1.01	54th
Universidade Federal do Rio de Janeiro	ODS 14	Field-Weighted Citation Impact - 5 Year (THE)	2020	1.04	1.01	54th
Universidade Federal do Rio de Janeiro	ODS 14	Field-Weighted Citation Impact - 5 Year (THE)	2021	1.21	1.01	54th
Universidade Federal do Rio de Janeiro	ODS 14	Field-Weighted Citation Impact - 5 Year (THE)	2022	0.81	1.01	54th
Universidade Federal do Rio de Janeiro	ODS 14	Field-Weighted Citation Impact - 5 Year (THE)	2023	0.97	1.01	54th
Universidade Federal do Rio de Janeiro	ODS 14	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.1	1.13	
Universidade Federal do Rio de Janeiro	ODS 14	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.08	1.13	
Universidade Federal do Rio de Janeiro	ODS 14	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.11	1.13	
Universidade Federal do Rio de Janeiro	ODS 14	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.07	1.13	
Universidade Federal do Rio de Janeiro	ODS 14	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.04	1.13	
Universidade Federal do Rio de Janeiro	ODS 14	Output in Top 10% Journals (THE)	2019	42	200	99th
Universidade Federal do Rio de Janeiro	ODS 14	Output in Top 10% Journals (THE)	2020	36	200	99th
Universidade Federal do Rio de Janeiro	ODS 14	Output in Top 10% Journals (THE)	2021	44	200	99th
Universidade Federal do Rio de Janeiro	ODS 14	Output in Top 10% Journals (THE)	2022	38	200	99th
Universidade Federal do Rio de Janeiro	ODS 14	Output in Top 10% Journals (THE)	2023	40	200	99th
Universidade Federal do Rio de Janeiro	ODS 14	Output in Top 10% Journals (THE) Median	2019	1	3	
Universidade Federal do Rio de Janeiro	ODS 14	Output in Top 10% Journals (THE) Median	2020	1	3	
Universidade Federal do Rio de Janeiro	ODS 14	Output in Top 10% Journals (THE) Median	2021	2	3	
Universidade Federal do Rio de Janeiro	ODS 14	Output in Top 10% Journals (THE) Median	2022	2	3	
Universidade Federal do Rio de Janeiro	ODS 14	Output in Top 10% Journals (THE) Median	2023	1	3	
Universidade Federal do Rio de Janeiro	ODS 14	Scholarly Output (THE)	2019	106	605	99th
Universidade Federal do Rio de Janeiro	ODS 14	Scholarly Output (THE)	2020	122	605	99th
Universidade Federal do Rio de Janeiro	ODS 14	Scholarly Output (THE)	2021	129	605	99th
Universidade Federal do Rio de Janeiro	ODS 14	Scholarly Output (THE)	2022	132	605	99th
Universidade Federal do Rio de Janeiro	ODS 14	Scholarly Output (THE)	2023	116	605	99th
Universidade Federal do Rio de Janeiro	ODS 14	Scholarly Output (THE) Median	2019	5	15	
Universidade Federal do Rio de Janeiro	ODS 14	Scholarly Output (THE) Median	2020	6	15	
Universidade Federal do Rio de Janeiro	ODS 14	Scholarly Output (THE) Median	2021	6	15	
Universidade Federal do Rio de Janeiro	ODS 14	Scholarly Output (THE) Median	2022	6	15	
Universidade Federal do Rio de Janeiro	ODS 14	Scholarly Output (THE) Median	2023	6	15	
Universidade Federal do Rio de Janeiro	ODS 15	Field-Weighted Citation Impact - 5 Year (THE)	2019	1.42	1.31	63rd
Universidade Federal do Rio de Janeiro	ODS 15	Field-Weighted Citation Impact - 5 Year (THE)	2020	1.41	1.31	63rd
Universidade Federal do Rio de Janeiro	ODS 15	Field-Weighted Citation Impact - 5 Year (THE)	2021	1.68	1.31	63rd
Universidade Federal do Rio de Janeiro	ODS 15	Field-Weighted Citation Impact - 5 Year (THE)	2022	0.93	1.31	63rd
Universidade Federal do Rio de Janeiro	ODS 15	Field-Weighted Citation Impact - 5 Year (THE)	2023	1.11	1.31	63rd
Universidade Federal do Rio de Janeiro	ODS 15	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.04	1.2	
Universidade Federal do Rio de Janeiro	ODS 15	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.07	1.2	
Universidade Federal do Rio de Janeiro	ODS 15	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.14	1.2	
Universidade Federal do Rio de Janeiro	ODS 15	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.11	1.2	
Universidade Federal do Rio de Janeiro	ODS 15	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.16	1.2	
Universidade Federal do Rio de Janeiro	ODS 15	Output in Top 10% Journals (THE)	2019	26	178	98th
Universidade Federal do Rio de Janeiro	ODS 15	Output in Top 10% Journals (THE)	2020	36	178	98th
Universidade Federal do Rio de Janeiro	ODS 15	Output in Top 10% Journals (THE)	2021	40	178	98th
Universidade Federal do Rio de Janeiro	ODS 15	Output in Top 10% Journals (THE)	2022	33	178	98th
Universidade Federal do Rio de Janeiro	ODS 15	Output in Top 10% Journals (THE)	2023	43	178	98th
Universidade Federal do Rio de Janeiro	ODS 15	Output in Top 10% Journals (THE) Median	2019	1	4	
Universidade Federal do Rio de Janeiro	ODS 15	Output in Top 10% Journals (THE) Median	2020	1	4	
Universidade Federal do Rio de Janeiro	ODS 15	Output in Top 10% Journals (THE) Median	2021	2	4	
Universidade Federal do Rio de Janeiro	ODS 15	Output in Top 10% Journals (THE) Median	2022	1	4	
Universidade Federal do Rio de Janeiro	ODS 15	Output in Top 10% Journals (THE) Median	2023	1	4	
Universidade Federal do Rio de Janeiro	ODS 15	Scholarly Output (THE)	2019	106	713	99th
